batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ke'Bryan Hayes,663647,5,2021–2023,0.4,0,0.678,0.75,0.0,93.6
Elly De La Cruz,682829,5,2024–2025,0.4,1,0.565,0.333,0.25,93.8
Tyler Stephenson,663886,2,2024,0.5,0,0.47,1.0,0.25,102.6
Jose Trevino,624431,2,2025,0.5,0,0.347,0.5,0.25,98.2
Nathaniel Lowe,663993,1,2025,0.0,0,0.346,,0.667,
Spencer Steer,668715,2,2024,0.5,1,0.278,1.0,0.0,101.6
TJ Friedl,670770,3,2025,0.667,0,0.201,1.0,0.25,97.5
JJ Bleday,668709,5,2023–2025,0.2,0,0.148,0.0,0.0,82.8
Matt McLain,680574,3,2025,0.0,0,0.066,0.0,0.333,89.9
Will Benson,666181,1,2024,0.0,0,0.0,,0.5,
