batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Seiya Suzuki,673548,11,2022–2025,0.545,2,0.662,0.5,0.227,94.0
Carson Kelly,608348,7,2019–2025,0.571,1,0.661,0.857,0.231,98.9
Michael Conforto,624424,26,2017–2024,0.308,2,0.46,0.321,0.232,91.2
Matt Shaw,807713,1,2025,0.0,0,0.439,1.0,0.0,97.9
Ian Happ,664023,15,2017–2025,0.333,1,0.394,0.357,0.306,86.2
Dansby Swanson,621020,26,2017–2025,0.385,2,0.388,0.325,0.213,86.8
Nico Hoerner,663538,14,2021–2025,0.357,0,0.283,0.385,0.069,89.4
Miguel Amaya,665804,5,2023–2024,0.0,0,0.246,0.6,0.333,90.8
Pete Crow-Armstrong,691718,4,2024–2025,0.5,0,0.246,0.5,0.4,86.6
Alex Bregman,608324,17,2017–2023,0.176,0,0.224,0.158,0.042,83.1
