batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Vidal Bruján,660644,0,2022,,0,0.689,,,
Tyrone Taylor,621438,4,2025–2026,0.75,0,0.52,0.5,0.167,92.1
Bo Bichette,666182,10,2021–2026,0.3,0,0.479,0.364,0.278,89.4
Andy Ibáñez,628451,4,2021–2025,0.5,0,0.466,0.75,0.0,99.9
Juan Soto,665742,4,2021–2025,0.0,0,0.395,1.0,0.125,102.7
Brett Baty,683146,3,2026,0.333,0,0.319,0.0,0.2,79.1
Luis Torrens,620443,5,2021–2026,0.2,0,0.287,0.5,0.3,87.6
Mark Vientos,668901,8,2024–2026,0.0,0,0.265,0.571,0.333,93.8
Marcus Semien,543760,19,2016–2026,0.211,0,0.259,0.25,0.233,83.4
Francisco Alvarez,682626,9,2023–2026,0.111,0,0.201,0.286,0.083,81.6
Austin Slater,596103,6,2019–2025,0.167,0,0.172,0.25,0.071,94.9
MJ Melendez,669004,9,2022–2023,0.111,0,0.138,0.667,0.524,97.4
