batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jorge Mateo,622761,2,2022–2023,0.0,0,0.603,0.667,0.25,100.2
Eli White,642201,1,2025,0.0,0,0.514,1.0,0.0,101.1
Matt Olson,621566,9,2021–2025,0.333,1,0.476,0.7,0.273,93.8
Kyle Farmer,571657,3,2021–2022,0.0,0,0.43,0.333,0.0,81.8
Ozzie Albies,645277,11,2019–2025,0.273,0,0.339,0.333,0.083,91.2
Mauricio Dubón,643289,5,2022–2025,0.2,0,0.26,0.0,0.143,66.4
Dominic Smith,642086,5,2023–2024,0.0,0,0.25,0.4,0.25,90.9
Michael Harris II,671739,5,2023–2025,0.4,0,0.237,0.5,0.333,95.5
Austin Riley,663586,7,2019–2025,0.143,0,0.228,0.167,0.0,79.8
Joey Bart,663698,5,2022–2024,0.0,0,0.154,0.0,0.6,78.2
Drake Baldwin,686948,2,2025,0.5,0,0.106,0.0,0.0,83.6
