batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ezequiel Tovar,678662,13,2024–2026,0.538,0,0.439,0.167,0.242,83.1
Brenton Doyle,686668,8,2024–2026,0.375,1,0.416,0.273,0.161,84.8
Edouard Julien,666397,3,2026,0.667,0,0.382,1.0,0.143,98.6
Jordan Beck,687597,10,2024–2025,0.2,0,0.38,0.2,0.136,78.9
TJ Rumfield,681198,3,2026,0.0,0,0.358,0.333,0.0,89.0
Hunter Goodman,696100,12,2024–2026,0.167,1,0.354,0.3,0.185,90.9
Jake McCarthy,664983,6,2023–2026,0.167,0,0.288,0.25,0.267,77.9
Tyler Freeman,671289,6,2025,0.0,0,0.212,0.167,0.091,89.8
Mickey Moniak,666160,10,2024–2026,0.3,0,0.203,0.273,0.103,86.9
Troy Johnston,687859,4,2026,0.0,0,0.027,0.5,0.273,96.6
Kyle Karros,691720,5,2025,0.0,0,0.026,0.0,0.182,71.1
Willi Castro,650489,3,2026,0.0,0,0.0,0.0,0.25,78.2
