batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Michael Harris II,671739,13,2022–2025,0.538,2,0.541,0.818,0.217,101.3
Rowdy Tellez,642133,9,2021–2023,0.222,0,0.396,0.556,0.045,99.7
Matt Olson,621566,20,2019–2025,0.25,1,0.356,0.526,0.351,94.4
Ha-Seong Kim,673490,12,2021–2025,0.333,0,0.348,0.385,0.182,90.7
Ozzie Albies,645277,10,2021–2025,0.3,0,0.33,0.444,0.174,92.8
Austin Riley,663586,18,2019–2025,0.278,0,0.306,0.476,0.167,91.3
Jorge Mateo,622761,1,2023,1.0,0,0.302,0.0,0.0,65.3
Dominic Smith,642086,8,2021–2023,0.75,0,0.301,0.333,0.0,89.3
Mauricio Dubón,643289,7,2023–2024,0.286,0,0.252,0.5,0.067,94.6
Drake Baldwin,686948,3,2025,0.333,0,0.211,0.5,0.286,96.8
