batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
George Springer,543807,5,2021–2025,0.6,2,0.585,0.667,0.4,93.0
Vladimir Guerrero Jr.,665489,9,2021–2025,0.222,0,0.46,0.556,0.125,98.5
Daulton Varsho,662139,5,2023–2025,0.2,0,0.432,0.5,0.1,96.8
Andrés Giménez,665926,9,2021–2025,0.222,0,0.378,0.2,0.3,74.2
Ernie Clement,676391,5,2024–2025,0.2,0,0.307,0.75,0.286,94.8
Myles Straw,664702,10,2021–2023,0.2,0,0.236,0.5,0.1,91.1
Jesús Sánchez,660821,2,2023–2024,0.0,0,0.196,1.0,0.75,108.8
Davis Schneider,676914,2,2024–2025,0.5,0,0.131,0.5,0.2,93.9
Tyler Heineman,623168,1,2025,0.0,0,0.034,0.0,0.0,87.8
Lenyn Sosa,672820,2,2025,0.0,0,0.022,0.0,0.5,86.2
