batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Miguel Amaya,665804,1,2023,1.0,0,0.438,0.0,0.0,89.9
Ian Happ,664023,8,2022–2026,0.0,0,0.436,0.571,0.333,90.5
Pete Crow-Armstrong,691718,12,2021–2026,0.333,0,0.386,0.3,0.19,79.7
Michael Busch,683737,9,2024–2026,0.333,1,0.384,0.333,0.2,94.5
Nico Hoerner,663538,10,2022–2026,0.4,0,0.381,0.462,0.08,92.5
Michael Conforto,624424,3,2023–2024,0.333,0,0.319,0.0,0.2,81.8
Carson Kelly,608348,8,2024–2026,0.125,0,0.317,0.333,0.263,93.7
Dansby Swanson,621020,11,2022–2026,0.273,0,0.282,0.6,0.35,90.3
Seiya Suzuki,673548,13,2022–2026,0.077,0,0.241,0.333,0.222,88.4
Alex Bregman,608324,7,2024–2026,0.286,0,0.184,0.429,0.286,90.1
