batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Gabriel Arias,672356,2,2023,0.5,0,0.396,0.5,0.25,100.8
Seiya Suzuki,673548,4,2026,0.25,1,0.372,1.0,0.2,100.7
Nico Hoerner,663538,5,2026,0.4,0,0.343,0.6,0.222,82.1
Alex Bregman,608324,8,2024–2026,0.125,0,0.272,0.286,0.0,89.5
Michael Busch,683737,3,2026,0.0,0,0.204,0.0,0.5,86.1
Matt Shaw,807713,2,2026,0.5,0,0.123,1.0,0.4,105.3
Miguel Amaya,665804,2,2026,0.0,0,0.059,0.0,0.333,89.6
Pete Crow-Armstrong,691718,5,2026,0.0,0,0.017,0.0,0.444,60.2
Carson Kelly,608348,7,2023–2026,0.143,0,0.013,0.0,0.278,77.9
Ian Happ,664023,6,2025–2026,0.0,0,0.0,,0.533,
