batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jake Burger,669394,2,2023–2024,0.0,0,1.035,0.5,0.333,97.5
Josh Jung,673962,2,2023,0.5,1,0.92,1.0,0.2,106.7
Brandon Nimmo,607043,3,2023–2025,0.333,0,0.681,0.667,0.0,99.3
Josh Smith,669701,1,2024–2025,1.0,0,0.596,0.5,0.0,71.0
Sam Haggerty,664059,1,2025,1.0,0,0.586,1.0,0.0,103.1
Corey Seager,608369,5,2023–2025,0.4,1,0.367,0.25,0.333,87.6
Danny Jansen,643376,3,2024,0.333,0,0.3,0.0,0.5,72.4
Ezequiel Duran,677649,5,2022–2025,0.6,1,0.223,0.4,0.214,85.1
Andrew McCutchen,457705,2,2023–2025,0.5,0,0.162,0.0,0.0,82.0
Evan Carter,694497,2,2024–2025,0.0,0,0.108,0.0,0.333,80.1
Joc Pederson,592626,1,2025,0.0,0,0.049,0.0,0.0,92.3
