batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Pete Alonso,624413,4,2022–2025,0.5,0,0.657,0.75,0.286,99.1
Colton Cowser,681297,8,2024–2025,0.375,0,0.397,0.714,0.25,95.9
Gunnar Henderson,683002,13,2023–2025,0.308,1,0.391,0.692,0.345,95.6
Taylor Ward,621493,23,2022–2025,0.217,2,0.381,0.571,0.229,94.4
Blaze Alexander,677942,2,2024,0.5,0,0.227,0.5,0.0,92.9
Tyler O'Neill,641933,3,2024,0.333,0,0.226,0.0,0.25,88.6
Jackson Holliday,702616,6,2025,0.167,0,0.201,0.667,0.231,95.2
Adley Rutschman,668939,17,2022–2025,0.235,1,0.16,0.357,0.143,91.6
Leody Taveras,665750,10,2022–2024,0.0,0,0.138,0.333,0.179,92.4
Coby Mayo,691723,4,2025,0.0,0,0.041,0.5,0.4,76.2
