batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Logan O'Hoppe,681351,6,2024,0.333,0,0.521,0.5,0.0,90.2
Yoán Moncada,660162,3,2023–2025,0.333,0,0.435,0.333,0.0,96.3
Travis d'Arnaud,518595,7,2020–2025,0.143,0,0.315,0.6,0.273,94.0
Adam Frazier,624428,3,2018–2022,0.0,0,0.169,0.25,0.0,87.1
Jorge Soler,624585,7,2019–2024,0.0,0,0.117,0.2,0.357,97.2
Jo Adell,666176,12,2023–2025,0.333,0,0.115,0.429,0.409,88.0
Vaughn Grissom,687093,1,2022,0.0,0,0.109,0.0,0.0,46.8
Zach Neto,687263,6,2024,0.0,0,0.105,0.667,0.444,90.7
Nolan Schanuel,694384,4,2024–2025,0.5,0,0.065,0.0,0.0,84.7
Oswald Peraza,672724,2,2025,0.0,0,0.061,0.5,0.333,93.4
