batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Tristan Gray,656484,1,2026,1.0,0,0.726,0.0,0.333,72.3
Royce Lewis,668904,0,2025,,0,0.691,,0.0,
Ryan Kreidler,668952,3,2026,0.333,1,0.686,1.0,0.0,102.8
Byron Buxton,621439,4,2025–2026,0.5,0,0.658,0.5,0.25,97.3
Victor Caratini,605170,4,2025–2026,0.75,1,0.549,1.0,0.222,103.5
Josh Bell,605137,2,2026,0.0,0,0.474,1.0,0.0,97.5
Kody Clemens,665019,5,2022–2026,0.4,1,0.435,0.75,0.111,94.4
Brooks Lee,686797,1,2025,0.0,0,0.22,1.0,0.0,97.1
Trevor Larnach,663616,3,2025–2026,0.0,0,0.166,0.0,0.111,78.7
Luke Keaschall,807712,3,2026,0.0,0,0.155,0.0,0.0,79.3
