batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Rhys Hoskins,656555,7,2020–2026,0.143,1,0.501,0.4,0.143,94.8
José Ramírez,608070,21,2018–2026,0.381,2,0.422,0.469,0.178,90.7
Chase DeLauter,800050,3,2026,0.0,0,0.377,1.0,0.0,98.6
Travis Bazzana,683953,3,2026,0.0,0,0.368,0.333,0.0,90.4
Kyle Manzardo,700932,6,2024–2026,0.5,1,0.307,0.4,0.167,85.8
Steven Kwan,680757,16,2022–2026,0.125,0,0.289,0.333,0.045,88.2
Brayan Rocchio,677587,5,2024–2026,0.2,0,0.191,0.0,0.067,77.5
Austin Hedges,595978,8,2017–2022,0.125,0,0.187,0.333,0.235,87.7
Angel Martínez,682657,2,2026,0.5,0,0.116,0.0,0.0,69.4
Patrick Bailey,672275,2,2026,0.0,0,0.04,0.0,0.0,75.4
David Fry,681807,1,2024,0.0,0,0.011,1.0,0.0,96.0
