batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Isaac Collins,686555,2,2025–2026,0.5,0,0.619,0.667,0.077,94.4
Vinnie Pasquantino,686469,14,2022–2026,0.286,0,0.462,0.647,0.087,93.9
Jac Caglianone,695506,4,2025–2026,0.5,0,0.451,1.0,0.286,107.5
Carter Jensen,695600,6,2025–2026,0.167,1,0.374,0.4,0.273,89.5
Salvador Perez,521692,19,2022–2026,0.158,1,0.364,0.476,0.255,92.3
Nick Loftin,679845,3,2024–2025,0.333,0,0.307,0.333,0.0,80.9
Luke Maile,571912,2,2022,0.0,0,0.3,0.0,0.0,74.6
Michael Massey,686681,11,2022–2026,0.182,0,0.282,0.667,0.158,93.1
Josh Rojas,668942,6,2024–2026,0.0,0,0.163,0.6,0.125,86.7
Lane Thomas,657041,2,2026,0.5,0,0.103,0.0,0.0,75.4
