batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Tyler Stephenson,663886,7,2024–2025,0.286,0,0.479,0.667,0.154,96.7
Nathaniel Lowe,663993,9,2023–2024,0.556,0,0.446,0.2,0.048,85.8
Matt McLain,680574,3,2025,0.333,0,0.381,0.5,0.2,90.8
TJ Friedl,670770,10,2024–2025,0.2,0,0.343,0.25,0.211,78.4
Will Benson,666181,5,2024–2025,0.6,1,0.316,0.5,0.2,97.1
Spencer Steer,668715,8,2024–2025,0.25,0,0.18,0.143,0.214,83.4
JJ Bleday,668709,6,2024,0.333,0,0.168,0.4,0.25,88.7
Elly De La Cruz,682829,9,2024–2025,0.111,0,0.131,0.0,0.529,74.3
Jose Trevino,624431,4,2023–2025,0.0,0,0.006,0.667,0.167,97.3
Blake Dunn,694362,1,2025,0.0,0,,0.0,0.0,87.7
