batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Billy Cook,695257,1,2024,1.0,1,1.286,1.0,0.0,104.2
Jared Triolo,669707,7,2025–2026,0.429,1,0.52,0.4,0.312,92.8
Spencer Horwitz,687462,3,2024–2026,0.333,0,0.403,0.0,0.143,80.2
Bryan Reynolds,668804,18,2022–2026,0.333,1,0.356,0.583,0.324,95.0
Brandon Lowe,664040,7,2025–2026,0.429,0,0.34,0.5,0.429,87.5
Oneil Cruz,665833,17,2022–2026,0.235,0,0.303,0.308,0.31,92.5
Nick Gonzales,693304,5,2024–2026,0.2,0,0.248,0.25,0.273,85.0
Henry Davis,680779,4,2025–2026,0.0,0,0.204,0.0,0.111,69.7
Rafael Flores Jr.,804668,3,2026,0.0,0,0.167,0.5,0.2,97.7
Konnor Griffin,804606,3,2026,0.0,0,0.078,0.0,0.5,90.3
Jake Mangum,663968,4,2022–2026,0.5,0,0.071,0.5,0.0,82.4
