batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Brooks Lee,686797,2,2026,1.0,0,0.568,1.0,0.0,100.3
Alan Roden,702176,2,2026,0.5,0,0.558,1.0,0.2,99.4
Josh Bell,605137,2,2026,0.5,0,0.558,0.5,0.0,97.2
Austin Martin,668885,3,2025,0.333,0,0.475,0.667,0.167,95.7
Kody Clemens,665019,5,2025–2026,0.4,0,0.461,0.75,0.273,102.4
Trevor Larnach,663616,5,2025–2026,0.0,0,0.313,0.25,0.125,89.4
Victor Caratini,605170,5,2025–2026,0.2,0,0.285,0.25,0.125,81.9
Royce Lewis,668904,3,2025–2026,0.0,0,0.177,0.0,0.25,87.6
Luke Keaschall,807712,3,2025–2026,0.0,0,0.088,0.25,0.167,88.0
Byron Buxton,621439,3,2025,0.0,0,0.071,0.0,0.4,82.7
Ryan Kreidler,668952,1,2026,0.0,0,0.0,,1.0,
