batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ben Rice,700250,5,2025,0.6,1,0.57,0.6,0.0,98.6
Jasson Domínguez,691176,3,2025,0.0,0,0.535,0.5,0.333,92.6
Ryan McMahon,641857,6,2023–2025,0.0,0,0.432,1.0,0.667,105.2
Cody Bellinger,641355,5,2025,0.2,0,0.385,0.25,0.1,86.0
Aaron Judge,592450,9,2022–2025,0.111,0,0.324,0.286,0.25,90.3
Amed Rosario,642708,3,2022,0.0,0,0.266,0.5,0.286,89.5
Paul Goldschmidt,502671,5,2022–2024,0.2,0,0.261,0.333,0.455,85.1
José Caballero,676609,6,2023–2025,0.167,0,0.19,0.25,0.417,78.9
Trent Grisham,663757,5,2024–2025,0.0,0,0.131,0.5,0.167,92.8
Austin Wells,669224,5,2024–2025,0.0,0,0.057,0.0,0.333,84.9
Jazz Chisholm Jr.,665862,2,2025,0.0,0,0.0,,0.333,
