batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Munetaka Murakami,808959,3,2026,0.333,1,0.687,0.667,0.25,95.5
Sam Antonacci,803011,2,2026,1.0,0,0.556,1.0,0.0,100.0
Braden Montgomery,695731,2,2026,0.0,0,0.421,0.0,0.25,81.4
Miguel Vargas,678246,5,2023–2026,0.2,1,0.395,0.5,0.1,91.0
Drew Romo,691011,1,2026,0.0,0,0.36,0.0,0.125,81.4
Chase Meidroth,805367,2,2026,0.0,0,0.199,0.0,0.333,90.9
Tristan Peters,671976,2,2026,0.0,0,0.199,0.0,0.0,82.2
Andrew Benintendi,643217,3,2023–2026,0.0,0,0.062,0.0,0.5,75.3
Luisangel Acuña,682668,3,2025–2026,0.333,0,0.056,0.0,0.4,85.5
Brenton Doyle,686668,3,2024,0.333,0,0.038,0.0,0.429,84.6
Jake Rogers,668670,1,2024,0.0,0,0.0,,1.0,
