batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Vladimir Guerrero Jr.,665489,2,2022–2026,0.5,0,0.586,0.5,0.125,95.8
Brandon Valenzuela,678218,2,2026,0.5,0,0.443,1.0,0.25,101.2
Ernie Clement,676391,2,2026,0.5,0,0.386,1.0,0.333,97.0
Myles Straw,664702,1,2022,0.0,0,0.348,0.0,0.0,83.0
Luis Urías,649966,2,2025,0.0,0,0.347,0.0,0.0,91.1
Andrés Giménez,665926,6,2022–2026,0.333,0,0.282,0.2,0.154,83.9
Daulton Varsho,662139,3,2022–2026,0.333,0,0.281,0.0,0.0,86.3
George Springer,543807,3,2026,0.333,0,0.239,0.0,0.167,83.4
Nathan Lukes,664770,3,2026,0.0,0,0.216,0.5,0.2,90.4
Kazuma Okamoto,672960,3,2026,0.0,0,0.008,1.0,0.25,96.2
