batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Andrew Benintendi,643217,4,2022–2025,0.0,0,0.499,1.0,0.429,96.8
Jarred Kelenic,672284,6,2021–2022,0.333,0,0.386,0.667,0.5,97.9
Derek Hill,656537,3,2021–2026,0.667,0,0.349,0.667,0.143,96.7
Miguel Vargas,678246,4,2025–2026,0.0,0,0.316,0.75,0.133,91.2
Edgar Quero,700337,5,2025–2026,0.2,0,0.288,0.2,0.125,87.1
Colson Montgomery,695657,3,2026,0.0,0,0.099,0.0,0.333,60.1
Chase Meidroth,805367,5,2025–2026,0.0,0,0.061,0.5,0.273,92.8
Luisangel Acuña,682668,2,2026,0.0,0,0.04,0.0,0.2,86.5
Randal Grichuk,545341,3,2025,0.0,0,0.023,0.0,0.4,78.0
Munetaka Murakami,808959,3,2026,0.0,0,0.0,,1.0,
