batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Bryce Harper,547180,5,2023–2025,0.4,2,0.855,0.6,0.286,97.6
Trea Turner,607208,7,2023–2025,0.429,2,0.545,1.0,0.214,104.5
Edmundo Sosa,624641,4,2021–2025,0.25,0,0.497,0.5,0.429,92.6
Alec Bohm,664761,4,2023–2025,0.0,0,0.464,0.4,0.167,90.8
Adolis García,666969,11,2021–2025,0.182,1,0.381,0.778,0.406,98.1
Garrett Stubbs,596117,1,2023,0.0,0,0.363,,0.2,
Bryson Stott,681082,6,2023–2025,0.167,1,0.359,0.286,0.059,88.4
Kyle Schwarber,656941,18,2017–2025,0.222,1,0.342,0.5,0.5,92.9
J.T. Realmuto,592663,5,2016–2025,0.0,0,0.188,0.333,0.385,80.9
Brandon Marsh,669016,11,2021–2025,0.091,0,0.092,0.167,0.5,84.1
Rafael Marchán,665561,1,2025,0.0,0,,,0.0,
