batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Drake Baldwin,686948,5,2025–2026,0.4,0,0.441,0.4,0.333,85.7
Matt Olson,621566,16,2022–2026,0.312,2,0.392,0.571,0.31,92.4
Austin Riley,663586,19,2019–2026,0.368,2,0.391,0.438,0.154,90.6
Ha-Seong Kim,673490,4,2022–2023,0.0,0,0.348,0.333,0.273,86.4
Michael Harris II,671739,9,2023–2026,0.444,0,0.347,0.167,0.316,80.8
Mauricio Dubón,643289,6,2026,0.167,0,0.316,0.0,0.167,74.9
Lane Thomas,657041,9,2022–2024,0.333,0,0.301,0.333,0.143,91.4
Ozzie Albies,645277,21,2018–2026,0.095,0,0.266,0.312,0.259,89.8
Kyle Farmer,571657,15,2019–2025,0.133,1,0.196,0.444,0.188,83.2
Sean Murphy,669221,9,2022–2025,0.222,1,0.192,0.0,0.368,80.6
Dominic Smith,642086,8,2023–2026,0.375,0,0.175,0.167,0.143,74.6
Mike Yastrzemski,573262,14,2019–2026,0.071,0,0.138,0.364,0.179,90.2
Ronald Acuña Jr.,660670,9,2018–2023,0.111,0,0.103,0.75,0.467,97.4
