batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
George Springer,543807,6,2026,0.667,2,0.74,0.5,0.154,86.3
Ernie Clement,676391,7,2024–2026,0.143,1,0.493,0.333,0.182,82.8
Brandon Valenzuela,678218,2,2026,0.0,0,0.37,1.0,0.2,106.3
Vladimir Guerrero Jr.,665489,6,2024–2026,0.333,0,0.259,0.5,0.077,96.6
Andrés Giménez,665926,4,2023–2026,0.25,0,0.21,0.25,0.0,68.8
Kazuma Okamoto,672960,5,2026,0.4,0,0.158,1.0,0.444,104.6
Davis Schneider,676914,5,2024–2026,0.0,0,0.155,1.0,0.385,99.7
Myles Straw,664702,3,2023–2026,0.333,0,0.154,0.5,0.2,84.6
Alejandro Kirk,672386,1,2026,0.0,0,,,0.667,
Jesús Sánchez,660821,2,2026,0.5,0,,0.0,0.0,71.5
