batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ernie Clement,676391,4,2024–2026,0.5,1,0.599,0.4,0.0,73.5
Andrés Giménez,665926,5,2023–2026,0.6,0,0.522,0.4,0.167,82.5
Vladimir Guerrero Jr.,665489,7,2023–2026,0.429,2,0.507,0.714,0.0,95.5
George Springer,543807,13,2016–2026,0.308,1,0.456,0.375,0.129,86.6
Myles Straw,664702,1,2023,0.0,0,0.441,1.0,0.0,96.1
Davis Schneider,676914,2,2024,0.5,0,0.34,0.5,0.0,91.7
Jesús Sánchez,660821,15,2022–2026,0.333,1,0.235,0.286,0.379,87.5
Daulton Varsho,662139,11,2022–2026,0.182,0,0.212,0.111,0.25,79.5
Lenyn Sosa,672820,2,2025,0.0,0,0.184,0.5,0.0,95.6
Kazuma Okamoto,672960,3,2026,0.333,0,,0.0,0.2,70.7
