batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Austin Riley,663586,7,2020–2025,0.286,2,0.542,0.75,0.375,102.4
Dominic Smith,642086,3,2025,0.333,1,0.483,0.333,0.25,92.9
Drake Baldwin,686948,3,2025,0.0,0,0.465,0.667,0.5,96.1
Mike Yastrzemski,573262,11,2020–2025,0.636,0,0.44,0.538,0.154,91.1
Michael Harris II,671739,5,2025,0.2,0,0.321,0.75,0.111,100.4
Joey Bart,663698,5,2022–2026,0.2,0,0.279,0.333,0.143,89.0
Matt Olson,621566,6,2020–2025,0.0,0,0.26,0.667,0.611,101.4
Ozzie Albies,645277,7,2019–2025,0.0,0,0.219,0.75,0.278,89.6
Ha-Seong Kim,673490,10,2021–2023,0.2,0,0.206,0.333,0.2,88.5
Jorge Mateo,622761,1,2021,0.0,0,0.048,0.0,0.0,79.2
Mauricio Dubón,643289,4,2019–2021,0.0,0,0.046,0.0,0.2,78.6
Eli White,642201,3,2025,0.0,0,0.0,,0.222,
