batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Myles Straw,664702,1,2022,0.0,0,0.586,1.0,0.0,97.8
Jonatan Clase,682729,1,2025,1.0,0,0.432,0.0,0.0,91.9
George Springer,543807,16,2021–2026,0.125,1,0.383,0.263,0.173,84.6
Kazuma Okamoto,672960,6,2026,0.333,1,0.382,0.5,0.5,97.9
Brandon Valenzuela,678218,3,2026,0.0,0,0.369,0.0,0.0,69.8
Daulton Varsho,662139,13,2023–2026,0.231,0,0.321,0.2,0.194,80.0
Vladimir Guerrero Jr.,665489,20,2021–2026,0.25,1,0.318,0.542,0.273,93.8
Alejandro Kirk,672386,11,2021–2025,0.182,0,0.313,0.462,0.097,94.2
Ernie Clement,676391,6,2025–2026,0.333,0,0.25,0.286,0.0,85.4
Andrés Giménez,665926,5,2024–2026,0.6,1,0.245,0.333,0.429,93.8
Nathan Lukes,664770,3,2024–2025,0.333,0,0.099,0.5,0.0,77.4
Luis Urías,649966,1,2025,0.0,0,0.011,0.0,0.0,85.6
