batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Manny Machado,592518,13,2015–2026,0.385,0,0.423,0.4,0.0,89.1
Freddy Fermin,666023,1,2026,0.0,0,0.396,0.0,0.0,90.5
Jake Cronenworth,630105,3,2023,0.667,0,0.394,0.333,0.0,77.9
Luis Rengifo,650859,12,2019–2025,0.333,0,0.377,0.231,0.286,85.0
Ty France,664034,14,2021–2026,0.286,1,0.344,0.571,0.152,94.1
Fernando Tatis Jr.,665487,4,2023–2026,0.0,0,0.322,0.4,0.222,84.7
Xander Bogaerts,593428,14,2016–2026,0.214,0,0.311,0.467,0.12,93.7
Luis Campusano,669134,3,2023,0.667,0,0.272,0.0,0.0,79.9
Jase Bowen,687749,2,2026,0.5,0,0.134,0.0,0.0,62.1
Jackson Merrill,701538,2,2026,0.0,0,0.0,,0.4,
