batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Seiya Suzuki,673548,10,2022–2024,0.3,1,0.484,0.333,0.071,92.9
Alex Bregman,608324,8,2020–2024,0.375,1,0.463,0.25,0.154,84.8
Carson Kelly,608348,6,2022–2023,0.333,0,0.427,0.4,0.3,79.3
Michael Busch,683737,9,2023–2025,0.222,1,0.366,0.571,0.111,93.6
Dansby Swanson,621020,18,2019–2025,0.278,1,0.355,0.421,0.216,87.7
Michael Conforto,624424,12,2021–2025,0.25,1,0.32,0.556,0.222,90.9
Ian Happ,664023,14,2021–2025,0.357,1,0.287,0.6,0.261,96.7
Nico Hoerner,663538,12,2022–2025,0.167,0,0.223,0.385,0.143,85.7
Pete Crow-Armstrong,691718,6,2024–2025,0.167,0,0.112,0.2,0.333,85.8
Miguel Amaya,665804,6,2024,0.333,0,0.102,0.167,0.0,93.2
Matt Shaw,807713,5,2024–2025,0.2,1,0.054,0.0,0.0,84.8
