batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
J.P. Crawford,641487,8,2022–2026,0.125,0,0.4,0.167,0.182,82.8
Cal Raleigh,663728,7,2024–2026,0.143,0,0.393,0.6,0.364,96.8
Connor Joe,656582,7,2021–2026,0.286,0,0.303,0.286,0.214,83.9
Mitch Garver,641598,5,2024–2026,0.2,0,0.28,0.5,0.182,87.2
Brendan Donovan,680977,14,2023–2026,0.214,0,0.278,0.5,0.069,89.2
Rob Refsnyder,608701,5,2023–2026,0.2,0,0.24,0.25,0.182,92.8
Julio Rodríguez,677594,6,2024–2026,0.0,0,0.214,0.4,0.368,87.7
Cole Young,702284,1,2026,0.0,0,0.068,0.0,0.0,76.5
Randy Arozarena,668227,5,2025–2026,0.0,0,0.009,0.0,0.6,83.2
Josh Naylor,647304,1,2021,1.0,1,,0.0,0.0,
