batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Drew Gilbert,687551,4,2025,0.25,0,0.445,0.667,0.375,93.9
Matt Chapman,656305,13,2021–2025,0.231,1,0.336,0.6,0.37,96.7
Heliot Ramos,671218,8,2024–2025,0.375,0,0.319,0.429,0.158,94.8
Willy Adames,642715,7,2024–2025,0.286,0,0.314,0.5,0.273,93.9
Will Brennan,686823,7,2022–2024,0.429,0,0.307,0.167,0.231,90.1
Jung Hoo Lee,808982,9,2024–2025,0.222,0,0.294,0.125,0.312,88.5
Patrick Bailey,672275,12,2023–2025,0.25,1,0.282,0.375,0.364,85.0
Rafael Devers,646240,20,2019–2025,0.25,0,0.245,0.412,0.281,86.1
Casey Schmitt,669477,3,2025,0.0,0,0.24,0.5,0.0,83.8
Luis Arraez,650333,14,2021–2025,0.214,0,0.186,0.143,0.062,82.1
