batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Evan Carter,694497,3,2023–2026,0.667,1,0.894,0.667,0.2,100.1
Josh Jung,673962,5,2023–2026,0.6,0,0.632,0.6,0.0,98.5
Jake Burger,669394,5,2024–2026,0.2,1,0.519,0.667,0.3,93.3
Brandon Nimmo,607043,10,2020–2026,0.4,0,0.394,0.444,0.263,95.3
Joc Pederson,592626,19,2018–2026,0.368,3,0.34,0.421,0.326,92.2
Josh Smith,669701,5,2023–2025,0.2,1,0.292,0.5,0.273,87.5
Kyle Higashioka,543309,4,2023–2024,0.25,0,0.279,0.0,0.286,68.2
Elias Díaz,553869,6,2019–2025,0.167,1,0.118,0.5,0.375,95.4
Nicky Lopez,670032,9,2019–2024,0.111,0,0.108,0.0,0.312,76.0
Ezequiel Duran,677649,4,2024–2026,0.0,0,0.001,0.0,0.625,76.3
Alejandro Osuna,696030,2,2026,0.0,0,0.0,,0.167,
