batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Michael Conforto,624424,1,2026,0.0,0,0.458,1.0,0.0,102.0
Nico Hoerner,663538,6,2023–2026,0.167,0,0.435,0.5,0.0,83.8
Alex Bregman,608324,4,2021–2026,0.25,0,0.42,0.25,0.0,86.1
Ian Happ,664023,4,2023–2026,0.25,0,0.39,0.0,0.143,78.6
Pete Crow-Armstrong,691718,3,2023–2026,0.0,0,0.382,0.333,0.091,82.4
Gabriel Arias,672356,2,2025,0.5,0,0.355,1.0,0.2,109.1
Seiya Suzuki,673548,2,2026,0.0,0,0.144,0.5,0.0,92.1
Michael Busch,683737,3,2024–2026,0.0,0,0.109,0.5,0.25,90.6
Pedro Ramírez,699393,2,2026,0.0,0,0.045,0.0,0.0,83.1
Miguel Amaya,665804,2,2023–2024,0.0,0,0.031,0.0,0.111,78.0
Dansby Swanson,621020,2,2023–2024,0.0,0,0.009,1.0,0.0,101.1
Carson Kelly,608348,3,2022–2026,0.333,0,0.0,1.0,0.333,103.8
