batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ronald Acuña Jr.,660670,4,2023–2026,0.5,0,0.535,0.6,0.0,94.0
Dominic Smith,642086,8,2024–2026,0.375,0,0.494,0.667,0.312,94.3
Mike Yastrzemski,573262,9,2023–2026,0.111,1,0.419,0.556,0.238,94.7
Matt Olson,621566,15,2023–2026,0.267,2,0.365,0.385,0.302,85.2
Michael Harris II,671739,18,2023–2026,0.389,0,0.352,0.353,0.205,88.7
Ozzie Albies,645277,12,2023–2026,0.083,0,0.339,0.538,0.036,92.8
Austin Riley,663586,11,2023–2026,0.273,0,0.298,0.714,0.364,91.0
Ha-Seong Kim,673490,3,2023–2025,0.333,0,0.295,0.5,0.0,85.6
Jorge Mateo,622761,2,2026,0.0,0,0.19,1.0,0.0,104.8
Eli White,642201,7,2025,0.0,0,0.148,0.4,0.154,90.6
Mauricio Dubón,643289,1,2025,0.0,0,,0.0,0.0,
Sandy León,506702,0,2025,,0,,,0.0,
