batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Edmundo Sosa,624641,3,2021–2026,0.333,0,0.729,0.667,0.286,93.5
Bryce Harper,547180,7,2019–2026,0.571,1,0.532,0.714,0.273,100.2
Kyle Schwarber,656941,10,2018–2026,0.3,1,0.409,0.778,0.24,99.7
Alec Bohm,664761,5,2022–2026,0.6,0,0.392,0.8,0.0,95.9
Bryson Stott,681082,6,2022–2026,0.333,0,0.389,0.667,0.0,95.8
Adolis García,666969,9,2021–2026,0.222,1,0.388,0.667,0.1,96.7
Brandon Marsh,669016,5,2021–2025,0.4,0,0.383,0.75,0.333,96.4
Justin Crawford,702222,2,2026,0.5,0,0.302,0.5,0.0,88.3
Trea Turner,607208,14,2017–2026,0.0,0,0.223,0.154,0.25,86.3
J.T. Realmuto,592663,15,2018–2026,0.2,0,0.196,0.267,0.097,82.6
