batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Fernando Tatis Jr.,665487,7,2021–2026,0.0,0,0.255,0.4,0.4,83.8
Manny Machado,592518,23,2016–2026,0.13,1,0.255,0.353,0.34,88.8
Xander Bogaerts,593428,18,2018–2026,0.167,0,0.248,0.4,0.167,90.1
Miguel Andujar,609280,8,2020–2026,0.0,0,0.246,0.429,0.222,87.2
Freddy Fermin,666023,4,2023–2026,0.25,0,0.17,0.5,0.222,89.2
Gavin Sheets,657757,6,2024–2026,0.333,0,0.164,0.0,0.364,82.3
Nick Castellanos,592206,18,2016–2021,0.278,0,0.156,0.25,0.278,84.5
Jackson Merrill,701538,4,2024–2026,0.0,0,0.126,0.0,0.3,72.5
Ty France,664034,4,2022–2026,0.5,0,0.119,0.333,0.3,86.1
Ramón Laureano,657656,5,2024–2026,0.2,0,0.107,0.5,0.6,74.0
Rodolfo Durán,660710,1,2023,0.0,0,,,1.0,
