batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Masataka Yoshida,807799,5,2024–2025,0.0,0,0.474,0.6,0.0,96.1
Marcelo Mayer,691785,2,2025,0.5,0,0.405,0.0,0.167,79.4
Willson Contreras,575929,2,2024,0.0,0,0.27,0.5,0.167,92.6
Ceddanne Rafaela,678882,5,2024–2025,0.4,0,0.246,0.2,0.083,82.7
Wilyer Abreu,677800,8,2024–2025,0.25,0,0.197,0.5,0.261,90.0
Jarren Duran,680776,11,2024–2025,0.182,0,0.162,0.182,0.188,82.5
Carlos Narváez,665966,5,2025,0.2,0,0.161,0.2,0.182,87.1
Isiah Kiner-Falefa,643396,4,2022–2025,0.25,0,0.149,0.333,0.167,84.9
Mickey Gasper,681508,4,2024–2025,0.0,0,0.103,0.0,0.2,86.2
Connor Wong,657136,5,2024–2025,0.0,0,0.041,0.0,0.375,84.7
