batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Michael Busch,683737,2,2024–2026,1.0,1,0.48,0.5,0.0,95.1
Ian Happ,664023,7,2018–2026,0.286,0,0.427,0.6,0.444,90.7
Michael Conforto,624424,9,2019–2025,0.222,2,0.408,0.625,0.133,96.1
Nico Hoerner,663538,8,2022–2026,0.25,0,0.372,0.5,0.0,93.7
Dansby Swanson,621020,19,2018–2026,0.263,0,0.368,0.389,0.219,89.8
Alex Bregman,608324,4,2018–2020,0.25,0,0.333,0.25,0.0,85.5
Seiya Suzuki,673548,5,2022–2026,0.4,0,0.302,1.0,0.5,101.5
Carson Kelly,608348,12,2019–2026,0.167,0,0.284,0.417,0.214,87.1
Pete Crow-Armstrong,691718,4,2024–2026,0.25,0,0.148,0.0,0.286,62.2
Miguel Amaya,665804,2,2024,0.0,0,0.03,0.0,0.4,82.6
