batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
José Caballero,676609,2,2024,0.5,0,0.704,0.5,0.0,92.4
Aaron Judge,592450,1,2021,1.0,0,0.54,1.0,0.0,104.9
Amed Rosario,642708,8,2018–2023,0.375,1,0.506,0.5,0.071,88.3
Randal Grichuk,545341,7,2019–2025,0.429,0,0.433,0.429,0.154,92.9
Paul Goldschmidt,502671,7,2023–2025,0.143,0,0.377,0.6,0.154,93.6
Trent Grisham,663757,10,2022–2025,0.3,1,0.283,0.1,0.125,74.4
Ryan McMahon,641857,16,2022–2025,0.375,1,0.267,0.3,0.333,87.8
Jazz Chisholm Jr.,665862,17,2020–2025,0.353,0,0.255,0.167,0.263,82.0
Cody Bellinger,641355,12,2019–2025,0.25,0,0.24,0.5,0.143,86.9
Giancarlo Stanton,519317,4,2021–2025,0.0,0,0.065,0.0,0.333,83.8
Ben Rice,700250,3,2025,0.0,0,0.048,0.5,0.167,93.2
Austin Wells,669224,1,2025,0.0,0,,,0.667,
J.C. Escarra,641555,1,2025,0.0,0,,0.0,0.25,85.8
