batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Freddie Freeman,518692,4,2024–2025,0.75,0,0.637,0.25,0.286,84.8
Teoscar Hernández,606192,5,2024–2026,0.2,0,0.593,1.0,0.167,104.9
Kyle Tucker,663656,1,2026,1.0,0,0.525,0.0,0.0,91.5
Miguel Rojas,500743,2,2024,0.5,0,0.447,0.0,0.0,81.1
Alex Call,669743,2,2025,0.0,0,0.403,0.5,0.0,95.3
Tommy Edman,669242,1,2025,0.0,0,0.26,0.0,0.5,70.8
Enrique Hernández,571771,3,2024–2025,0.0,0,0.259,0.0,0.0,66.1
Max Muncy,571970,4,2025,0.25,0,0.204,0.333,0.333,85.8
Will Smith,669257,4,2025–2026,0.0,0,0.132,0.0,0.375,82.6
Mookie Betts,605141,2,2025,0.5,0,0.107,0.0,0.0,75.7
Alex Freeland,690976,1,2026,0.0,0,0.049,0.0,0.0,84.7
