batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ian Happ,664023,7,2022–2025,0.143,1,0.496,0.6,0.389,90.4
Miguel Amaya,665804,1,2023,1.0,0,0.438,0.0,0.0,89.9
Nico Hoerner,663538,7,2022–2025,0.429,0,0.413,0.375,0.111,90.5
Michael Busch,683737,5,2024–2025,0.4,1,0.4,0.333,0.2,95.0
Pete Crow-Armstrong,691718,7,2021–2025,0.286,0,0.356,0.2,0.4,78.1
Carson Kelly,608348,5,2024–2025,0.2,0,0.346,0.4,0.375,94.1
Michael Conforto,624424,3,2023–2024,0.333,0,0.319,0.0,0.2,81.8
Seiya Suzuki,673548,8,2022–2025,0.125,0,0.283,0.4,0.238,94.2
Dansby Swanson,621020,8,2022–2025,0.25,0,0.261,0.571,0.412,89.5
Alex Bregman,608324,3,2024,0.333,0,,0.667,0.375,95.8
