batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Nathaniel Lowe,663993,6,2021–2023,0.333,0,0.618,0.8,0.1,97.7
Elly De La Cruz,682829,17,2023–2026,0.294,2,0.519,0.455,0.25,91.8
Will Benson,666181,13,2023–2026,0.231,1,0.443,0.25,0.256,88.9
Tyler Stephenson,663886,9,2023–2025,0.444,1,0.398,0.5,0.091,90.5
Matt McLain,680574,11,2023–2026,0.364,1,0.294,0.333,0.211,85.5
TJ Friedl,670770,16,2023–2026,0.125,1,0.281,0.3,0.132,88.0
Spencer Steer,668715,16,2023–2026,0.312,1,0.234,0.4,0.162,86.1
Jose Trevino,624431,3,2025–2026,0.0,0,0.206,0.25,0.0,80.9
Ke'Bryan Hayes,663647,8,2022–2026,0.125,0,0.171,0.2,0.19,84.3
JJ Bleday,668709,3,2025,0.0,0,0.038,0.5,0.4,73.7
Sal Stewart,701398,2,2026,0.5,0,,1.0,0.333,103.0
