batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Trevor Larnach,663616,7,2024–2026,0.429,1,0.739,1.0,0.35,104.8
Brooks Lee,686797,2,2026,0.5,1,0.651,1.0,0.2,100.6
Byron Buxton,621439,5,2017–2026,0.4,0,0.464,0.667,0.125,96.6
Austin Martin,668885,2,2024,1.0,0,0.411,0.5,0.0,77.8
Josh Bell,605137,18,2019–2026,0.222,0,0.317,0.308,0.13,91.0
Kody Clemens,665019,5,2022–2026,0.4,0,0.309,0.6,0.0,97.3
Luke Keaschall,807712,3,2026,0.667,0,0.29,0.333,0.444,89.6
Victor Caratini,605170,10,2019–2026,0.0,0,0.247,0.125,0.053,84.1
Orlando Arcia,606115,16,2019–2026,0.125,0,0.21,0.231,0.111,89.4
James Outman,681546,3,2023–2026,0.667,1,0.158,0.333,0.25,78.2
Alex Jackson,656577,2,2021,0.0,0,0.0,,0.833,
