batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Fernando Tatis Jr.,665487,6,2023–2024,0.333,1,0.613,0.8,0.182,97.7
Manny Machado,592518,6,2023–2024,0.5,1,0.55,0.8,0.182,103.7
Nick Castellanos,592206,3,2023,0.333,0,0.434,0.667,0.25,91.3
Freddy Fermin,666023,5,2023–2024,0.4,0,0.368,0.4,0.25,92.4
Xander Bogaerts,593428,7,2022–2024,0.286,0,0.299,0.143,0.154,83.9
Ramón Laureano,657656,9,2022–2023,0.444,0,0.288,0.25,0.125,79.0
Ty France,664034,2,2025,0.0,0,0.192,0.0,0.333,87.0
Miguel Andujar,609280,4,2024–2025,0.0,0,0.142,0.667,0.1,90.3
Jackson Merrill,701538,2,2024,0.0,0,0.134,0.5,0.333,95.0
Bryce Johnson,669369,1,2023,0.0,0,,0.0,0.0,
Gavin Sheets,657757,2,2024,0.0,0,,0.0,0.0,
