batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
David Fry,681807,1,2024,1.0,0,0.613,0.0,0.667,93.6
Chase DeLauter,800050,2,2026,1.0,0,0.602,0.0,0.167,82.6
Gabriel Arias,672356,2,2025,0.0,0,0.468,1.0,0.2,105.0
Steven Kwan,680757,9,2022–2026,0.333,0,0.324,0.222,0.0,88.7
Brayan Rocchio,677587,5,2025–2026,0.2,0,0.302,0.333,0.059,86.9
Travis Bazzana,683953,2,2026,0.0,0,0.298,1.0,0.0,101.2
Austin Hedges,595978,5,2021–2025,0.0,0,0.194,0.5,0.4,99.4
Kyle Manzardo,700932,4,2025–2026,0.25,0,0.161,0.25,0.2,90.7
José Ramírez,608070,8,2021–2026,0.125,0,0.13,0.143,0.278,85.4
Angel Martínez,682657,5,2024–2026,0.0,0,0.126,0.0,0.154,74.1
Rhys Hoskins,656555,3,2021–2025,0.0,0,0.0,,0.833,
