batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Masataka Yoshida,807799,4,2023–2024,0.5,0,0.577,0.667,0.0,98.4
Nick Sogard,686765,2,2024–2026,0.0,0,0.495,0.5,0.167,86.0
Willson Contreras,575929,5,2024–2026,0.6,0,0.423,0.5,0.182,94.2
Jarren Duran,680776,10,2023–2026,0.3,1,0.408,0.667,0.219,96.0
Connor Wong,657136,7,2023–2024,0.143,0,0.38,0.5,0.261,90.6
Wilyer Abreu,677800,9,2024–2025,0.222,1,0.321,0.625,0.278,95.5
Ceddanne Rafaela,678882,8,2024–2026,0.25,1,0.316,0.5,0.364,88.3
Marcelo Mayer,691785,2,2025,0.0,0,0.165,1.0,0.0,100.6
Caleb Durbin,702332,3,2025–2026,0.0,0,0.158,0.0,0.4,69.4
Carlos Narváez,665966,4,2025–2026,0.25,0,0.006,0.5,0.286,101.4
