batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Nick Castellanos,592206,8,2021–2026,0.5,1,0.582,0.667,0.316,96.6
Ramón Laureano,657656,8,2020–2026,0.0,0,0.46,0.167,0.2,81.3
Jackson Merrill,701538,13,2024–2026,0.615,0,0.396,0.583,0.194,92.6
Manny Machado,592518,25,2019–2026,0.24,1,0.382,0.543,0.295,93.1
Miguel Andujar,609280,9,2024–2026,0.444,0,0.371,0.5,0.167,96.6
Luis Campusano,669134,6,2024–2026,0.333,0,0.329,0.167,0.167,81.6
Gavin Sheets,657757,15,2022–2026,0.467,0,0.31,0.4,0.138,89.3
Ty France,664034,9,2020–2026,0.111,0,0.306,0.375,0.348,96.0
Fernando Tatis Jr.,665487,28,2020–2026,0.214,0,0.283,0.333,0.149,87.2
Freddy Fermin,666023,7,2025–2026,0.143,1,0.279,0.571,0.125,92.5
Xander Bogaerts,593428,22,2019–2026,0.182,0,0.27,0.333,0.14,83.9
Bryce Johnson,669369,2,2026,0.0,0,,0.0,0.0,47.7
Sung-Mun Song,823550,1,2026,0.0,0,,0.0,0.5,67.2
