batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Salvador Perez,521692,9,2024–2026,0.667,2,0.902,0.667,0.118,104.0
Bobby Witt Jr.,677951,5,2024–2026,0.2,0,0.72,0.625,0.263,95.7
Vinnie Pasquantino,686469,9,2024–2026,0.111,1,0.68,0.5,0.0,100.2
Kyle Isbel,664728,3,2022–2026,0.333,0,0.451,0.25,0.0,92.1
Isaac Collins,686555,3,2025–2026,0.0,0,0.373,0.333,0.0,85.0
Maikel Garcia,672580,7,2024–2026,0.429,0,0.334,0.4,0.182,97.6
Jac Caglianone,695506,4,2025–2026,0.25,0,0.101,0.333,0.25,92.7
Carter Jensen,695600,1,2026,0.0,0,,1.0,0.5,111.2
Lane Thomas,657041,2,2026,0.0,0,,1.0,0.75,100.1
Michael Massey,686681,4,2024–2025,0.75,1,,0.25,0.111,85.9
Nick Loftin,679845,1,2026,0.0,0,,0.0,0.0,84.6
