batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
TJ Friedl,670770,6,2023–2025,0.667,1,0.428,0.429,0.0,77.5
JJ Bleday,668709,5,2023–2026,0.4,0,0.42,0.75,0.182,99.7
Dane Myers,667472,5,2025–2026,0.0,0,0.359,0.25,0.077,92.6
Michael Toglia,669911,4,2024,0.25,0,0.312,0.0,0.333,77.8
Matt McLain,680574,3,2025–2026,0.333,0,0.293,0.0,0.25,87.9
Ke'Bryan Hayes,663647,8,2023,0.25,0,0.272,0.5,0.133,89.8
Jose Trevino,624431,10,2019–2025,0.2,0,0.252,0.222,0.118,84.4
Eugenio Suárez,553993,10,2017–2026,0.2,0,0.226,0.143,0.357,79.9
Tyler Stephenson,663886,4,2025–2026,0.0,0,0.082,0.0,0.375,88.2
Sal Stewart,701398,3,2024–2026,0.0,0,0.015,0.667,0.0,90.8
