batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jake Burger,669394,7,2023–2026,0.286,0,0.542,0.333,0.182,91.0
Brandon Nimmo,607043,6,2018–2026,0.333,1,0.526,1.0,0.111,104.2
Andrew McCutchen,457705,23,2015–2026,0.261,0,0.403,0.409,0.197,91.2
Corey Seager,608369,15,2019–2026,0.267,0,0.269,0.5,0.471,93.8
Kyle Higashioka,543309,9,2022–2025,0.222,1,0.246,0.4,0.25,78.2
Danny Jansen,643376,5,2021–2026,0.0,0,0.212,0.25,0.0,88.4
Ezequiel Duran,677649,4,2023–2025,0.0,0,0.126,1.0,0.25,103.4
Josh Jung,673962,3,2025,0.0,0,0.123,0.333,0.167,85.4
Evan Carter,694497,0,2026,,0,,,,
Joc Pederson,592626,1,2016,0.0,0,,,,
Sam Haggerty,664059,1,2026,0.0,0,,0.0,0.0,44.4
