batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Austin Hedges,595978,9,2025–2026,0.556,1,0.599,0.5,0.2,93.0
Steven Kwan,680757,12,2024–2026,0.333,0,0.295,0.0,0.091,79.6
Jo Adell,666176,4,2025,0.25,0,0.283,0.0,0.333,85.4
Petey Halpin,690984,1,2026,1.0,0,0.272,0.5,0.0,75.3
Chase DeLauter,800050,3,2026,0.333,0,0.228,1.0,0.6,103.0
José Ramírez,608070,6,2024–2025,0.0,0,0.208,0.0,0.273,74.7
Brayan Rocchio,677587,14,2024–2026,0.286,0,0.173,0.3,0.172,88.3
Daniel Schneemann,682177,10,2025–2026,0.2,0,0.155,0.4,0.389,91.9
Angel Martínez,682657,3,2025–2026,0.333,0,0.083,0.25,0.091,92.1
Travis Bazzana,683953,6,2026,0.0,0,0.022,0.5,0.5,93.5
Angel Genao,694197,1,2026,0.0,0,,0.0,0.0,72.8
