batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Nathaniel Lowe,663993,6,2024–2026,0.5,1,0.609,0.8,0.182,99.5
Noelvi Marte,682622,3,2024–2025,0.333,0,0.488,0.0,0.0,85.1
Eugenio Suárez,553993,2,2025,0.0,0,0.448,0.0,0.0,80.8
P.J. Higgins,664731,2,2026,0.5,0,0.379,1.0,0.0,98.3
Sal Stewart,701398,2,2025–2026,0.5,0,0.374,0.0,0.25,84.0
Tyler Stephenson,663886,4,2024–2025,0.25,0,0.36,0.5,0.0,92.5
Blake Dunn,694362,3,2026,0.667,0,0.344,0.5,0.2,88.4
Matt McLain,680574,5,2025–2026,0.0,0,0.248,0.667,0.273,94.8
Spencer Steer,668715,6,2024–2025,0.167,0,0.158,0.2,0.182,89.7
Will Benson,666181,4,2024–2026,0.25,0,0.057,0.333,0.3,89.3
JJ Bleday,668709,3,2026,0.0,0,0.017,0.0,0.25,91.6
