batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Miguel Amaya,665804,3,2023–2026,1.0,0,0.572,0.333,0.0,93.6
Tyrone Taylor,621438,10,2022–2026,0.2,0,0.471,0.5,0.056,91.9
Pete Crow-Armstrong,691718,14,2021–2026,0.286,0,0.401,0.364,0.174,81.6
Ian Happ,664023,12,2022–2026,0.083,1,0.382,0.571,0.344,90.5
Nico Hoerner,663538,14,2022–2026,0.357,0,0.362,0.4,0.074,90.5
Michael Busch,683737,11,2024–2026,0.273,1,0.324,0.286,0.222,91.7
Michael Conforto,624424,3,2023–2024,0.333,0,0.319,0.0,0.2,81.8
Carson Kelly,608348,11,2024–2026,0.273,0,0.293,0.286,0.375,93.4
Dansby Swanson,621020,15,2022–2026,0.267,0,0.28,0.636,0.348,90.8
Seiya Suzuki,673548,16,2022–2026,0.125,0,0.228,0.273,0.194,87.9
Alex Bregman,608324,10,2024–2026,0.4,1,0.22,0.444,0.261,91.2
