batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Adam Frazier,624428,2,2023–2026,0.5,1,0.608,1.0,0.0,97.6
Mike Trout,545361,9,2023–2026,0.222,1,0.364,0.429,0.308,90.1
Travis d'Arnaud,518595,8,2022–2026,0.125,0,0.328,0.333,0.316,91.8
Vaughn Grissom,687093,12,2024–2026,0.417,0,0.296,0.556,0.161,87.3
Denzer Guzman,694203,3,2026,0.333,0,0.264,0.333,0.25,89.6
Tyler Heineman,623168,6,2022–2025,0.5,0,0.252,0.0,0.0,67.9
Josh Lowe,666139,2,2026,0.0,0,0.23,0.5,0.25,82.7
Moisés Ballesteros,694208,2,2026,0.0,0,0.217,0.0,0.6,72.3
Zach Neto,687263,10,2024–2026,0.2,0,0.211,0.2,0.385,93.9
Oswald Peraza,672724,11,2023–2026,0.091,0,0.21,0.167,0.4,81.4
Nolan Schanuel,694384,5,2024–2026,0.0,0,0.191,0.333,0.2,75.2
Wade Meckler,685133,2,2026,0.5,0,0.102,0.0,0.0,80.1
Jose Siri,642350,9,2025–2026,0.111,0,0.064,0.0,0.524,84.5
