batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Eugenio Suárez,553993,4,2024–2025,0.25,1,0.547,0.667,0.4,100.7
Matt McLain,680574,6,2025–2026,0.167,1,0.502,0.5,0.263,94.4
Sal Stewart,701398,3,2026,0.333,1,0.487,0.5,0.5,87.8
Spencer Steer,668715,7,2024–2026,0.571,1,0.465,0.375,0.238,87.2
JJ Bleday,668709,6,2024–2026,0.0,0,0.436,0.667,0.429,98.4
Jose Trevino,624431,4,2025,0.0,0,0.286,0.75,0.0,94.9
Noelvi Marte,682622,5,2025,0.0,0,0.248,0.5,0.167,80.1
Elly De La Cruz,682829,9,2024–2026,0.0,0,0.166,0.143,0.36,87.6
TJ Friedl,670770,8,2024–2025,0.25,0,0.14,0.0,0.389,76.8
Tyler Stephenson,663886,3,2026,0.0,0,0.14,1.0,0.444,99.3
