batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ben Rice,700250,4,2025–2026,0.5,1,0.711,0.6,0.364,96.8
Max Schuemann,680474,2,2025–2026,0.5,0,0.693,0.5,0.333,96.1
Paul Goldschmidt,502671,17,2019–2026,0.471,2,0.541,0.688,0.232,97.9
José Caballero,676609,6,2023–2025,0.333,1,0.438,0.5,0.111,92.6
Cody Bellinger,641355,17,2017–2026,0.294,0,0.414,0.391,0.179,85.5
Jazz Chisholm Jr.,665862,13,2021–2026,0.231,0,0.333,0.333,0.24,91.5
J.C. Escarra,641555,1,2026,0.0,0,0.329,0.0,0.333,78.1
Amed Rosario,642708,30,2017–2026,0.1,0,0.314,0.576,0.194,89.0
Ryan McMahon,641857,17,2018–2025,0.294,0,0.286,0.438,0.222,90.3
Anthony Volpe,683011,8,2023–2026,0.25,0,0.255,0.333,0.158,89.8
Trent Grisham,663757,9,2021–2025,0.222,0,0.232,0.222,0.125,80.0
