batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
James Wood,695578,9,2025–2026,0.222,1,0.595,0.75,0.25,103.5
Daylen Lile,695734,8,2025–2026,0.375,1,0.397,0.143,0.318,83.1
Jacob Young,696285,4,2025–2026,0.5,0,0.383,0.2,0.125,91.4
CJ Abrams,682928,16,2022–2026,0.25,0,0.342,0.318,0.147,88.3
Nasim Nuñez,683083,5,2026,0.2,0,0.336,0.4,0.0,89.0
Brady House,691781,3,2026,0.333,0,0.32,1.0,0.167,105.2
Luis García Jr.,671277,16,2022–2026,0.188,0,0.259,0.375,0.154,89.4
Dylan Crews,686611,8,2025–2026,0.375,0,0.244,0.429,0.182,90.6
José Tena,677588,5,2025–2026,0.0,0,0.241,0.75,0.3,96.9
Keibert Ruiz,660688,5,2022–2023,0.4,0,0.235,0.4,0.143,91.8
