batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Brandon Nimmo,607043,4,2026,0.25,0,0.716,1.0,0.111,100.4
Joc Pederson,592626,4,2026,0.25,0,0.492,0.333,0.25,89.9
Jarred Kelenic,672284,1,2026,0.0,0,0.384,0.0,0.4,77.2
Evan Carter,694497,3,2026,0.0,0,0.359,0.0,0.333,65.6
Elias Díaz,553869,2,2026,0.0,0,0.225,0.0,0.286,92.7
Ezequiel Duran,677649,3,2026,0.0,0,0.155,0.333,0.154,78.6
Jake Burger,669394,4,2026,0.0,0,0.142,0.0,0.5,85.2
Nicky Lopez,670032,1,2026,0.0,0,0.104,0.0,0.0,93.0
Justin Foscue,679822,2,2026,0.0,0,0.003,0.0,0.2,86.5
Austin Wynns,642851,1,2025,0.0,0,,,0.667,
