batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Austin Hedges,595978,3,2018,0.667,0,0.427,0.667,0.0,87.7
Steven Kwan,680757,13,2024–2026,0.308,1,0.335,0.3,0.091,92.4
José Ramírez,608070,13,2019–2026,0.231,0,0.309,0.182,0.206,78.8
Patrick Bailey,672275,7,2023–2024,0.0,0,0.307,0.4,0.267,85.5
Petey Halpin,690984,2,2026,0.5,0,0.303,1.0,0.2,107.1
Travis Bazzana,683953,2,2026,0.5,0,0.293,0.0,0.333,89.5
Nathaniel Lowe,663993,7,2020–2025,0.143,1,0.26,0.4,0.0,92.7
Chase DeLauter,800050,2,2026,0.0,0,0.245,0.0,0.0,77.2
Brayan Rocchio,677587,7,2024–2026,0.143,0,0.24,0.5,0.25,83.0
David Fry,681807,6,2024,0.167,0,0.138,0.2,0.154,87.5
Jo Adell,666176,16,2023–2026,0.312,0,0.116,0.333,0.333,86.9
Angel Martínez,682657,2,2024,1.0,1,,0.0,0.0,
