batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Dane Myers,667472,3,2024–2025,0.333,1,0.813,1.0,0.667,105.0
Matt McLain,680574,2,2025–2026,0.5,0,0.597,0.5,0.167,101.2
Sal Stewart,701398,4,2024–2026,0.0,0,0.482,0.667,0.364,101.4
Michael Toglia,669911,4,2024–2025,0.5,1,0.462,0.25,0.5,90.9
Tyler Stephenson,663886,6,2024–2026,0.167,1,0.384,0.6,0.077,85.9
Jose Trevino,624431,4,2024–2025,0.0,0,0.216,0.25,0.0,89.9
TJ Friedl,670770,4,2025,0.0,0,0.214,0.0,0.429,91.6
Elly De La Cruz,682829,7,2024–2025,0.0,0,0.208,0.333,0.444,82.4
Eugenio Suárez,553993,8,2019–2026,0.25,0,0.204,0.0,0.188,85.2
JJ Bleday,668709,6,2023–2026,0.0,0,0.104,0.0,0.167,81.7
