batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Connor Wong,657136,4,2023–2024,0.75,0,0.401,0.5,0.333,82.1
Jarren Duran,680776,6,2023–2025,0.167,1,0.371,0.833,0.258,100.1
Ceddanne Rafaela,678882,6,2024–2025,0.5,0,0.366,0.25,0.278,90.7
Masataka Yoshida,807799,7,2023–2024,0.143,1,0.353,0.6,0.278,95.5
Willson Contreras,575929,2,2025,0.0,0,0.312,0.5,0.0,75.8
Nate Eaton,681987,4,2022–2023,0.25,0,0.266,0.25,0.2,88.2
Isiah Kiner-Falefa,643396,14,2021–2025,0.286,0,0.263,0.333,0.182,83.2
Wilyer Abreu,677800,5,2024,0.2,0,0.127,0.5,0.429,94.6
Marcelo Mayer,691785,2,2025,0.0,0,0.102,0.0,0.4,94.1
Carlos Narváez,665966,2,2025,0.0,0,0.082,0.0,0.429,76.2
Caleb Durbin,702332,2,2025,0.0,0,0.01,0.0,0.0,91.5
