batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ryan Kreidler,668952,0,2025,,0,0.691,0.0,0.0,16.2
Josh Bell,605137,2,2022–2024,0.5,0,0.436,0.5,0.429,97.2
Austin Martin,668885,8,2024–2025,0.25,0,0.356,0.375,0.0,81.1
Brooks Lee,686797,2,2025,0.5,1,0.335,0.5,0.333,74.8
Byron Buxton,621439,17,2015–2025,0.235,0,0.311,0.385,0.273,95.4
Victor Caratini,605170,5,2020–2022,0.2,0,0.266,0.4,0.375,96.7
Luke Keaschall,807712,6,2025,0.0,0,0.178,0.25,0.231,80.5
Royce Lewis,668904,7,2024–2025,0.0,0,0.132,0.2,0.5,82.1
Alex Jackson,656577,6,2024–2025,0.0,0,0.098,0.25,0.4,79.1
Kody Clemens,665019,7,2024–2025,0.0,0,0.055,0.0,0.111,87.6
Tristan Gray,656484,1,2025,0.0,0,0.051,0.0,0.0,75.1
Trevor Larnach,663616,3,2021,0.0,0,0.0,,1.0,
