batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jake Bauers,641343,10,2024–2026,0.5,2,0.688,0.625,0.2,89.0
William Contreras,661388,9,2024–2026,0.556,1,0.536,0.75,0.077,99.9
Cooper Pratt,806198,4,2026,0.0,0,0.512,0.333,0.2,87.2
Garrett Mitchell,669003,7,2024–2026,0.429,0,0.468,0.4,0.25,91.8
Sal Frelick,686217,9,2024–2026,0.444,0,0.327,0.222,0.0,84.2
Jackson Chourio,694192,6,2026,0.333,0,0.305,0.5,0.0,97.9
Brice Turang,668930,7,2024–2026,0.0,0,0.27,0.5,0.167,95.4
Christian Yelich,592885,5,2026,0.0,0,0.255,0.0,0.5,77.8
Joey Ortiz,687401,4,2026,0.75,0,0.227,0.25,0.2,82.2
David Hamilton,666152,4,2026,0.0,0,0.0,0.0,0.357,6.4
Andrew Vaughn,683734,2,2026,0.0,0,,0.5,0.0,97.8
Bo Naylor,666310,1,2026,1.0,0,,1.0,0.0,101.0
Gary Sánchez,596142,1,2026,1.0,0,,0.0,0.5,72.3
Luis Lara,800325,1,2024,0.0,0,,,0.0,
